Name,Description,Headquarter,Industries,Website,Linkedin
IoT Hub,IoT Hub is a startup accelerator.,"Kiev, Kyyivs'ka Oblast', Ukraine",Internet of Things,iothub.xyz,None
Climate-KIC Accelerator London,"Climate-KIC Accelerator London is delivered by Imperial's Centre for Cleantech Innovation, in partnership with EIT Climate-KIC.","Brussels, Brussels Hoofdstedelijk Gewest, Belgium","Communities, Information Technology, Social Entrepreneurship",www.climate-kic.org/programmes/entrepreneurship...,https://www.linkedin.com/company/climate-kic/
Uplift,Uplift is an early-stage startup accelerator program.,"Tirana, Tirane, Albania","Finance, Financial Services",uplift.al/,None
Global e-Accelerator,Global e-Accelerator born in 2013 with the purpose of developing projects with high technological value in the area of virtual acceleration.,"Madrid, Madrid, Spain","Content Marketing, Digital Marketing, Marketing Automation",None,https://www.linkedin.com/company/global-e-accelerator/
Global FinTech Hackcelerator,The Global FinTech Hackcelerator is looking for the most innovative start-ups.,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",home.kpmg/sg/en/home/insights/2019/06/global-fi...,None
Rzeszów Startup Accelerator,"Rzeszów Startup The accelerator is aimed at young, ambitious people who have innovative ideas and are looking for ways to implement them.","Rzeszów, Podkarpackie, Poland",Financial Services,rzeszowstartup.pl/,None
1Bi Capital,"1Bi Capital is a startups accelerator and operates through mentoring, angel investors and seed capital.","Chapecó, Sao Paulo, Brazil","Business Development, Finance, Financial Services, Venture Capital",1bicapital.com/,https://www.linkedin.com/company/1-bi-capital/
GreaterBayX,GreaterBayX is a platform to grow urbantech companies in China and beyond.,"Hong Kong, Hong Kong Island, Hong Kong","Finance, Financial Services",greaterbayx.co/,https://www.linkedin.com/company/greaterbay-x/
StartInno Ventures,"StartInno Ventures is a co-working company, incubator, and accelerator based in Byron Bay.","Byron Bay, New South Wales, Australia","Consulting, Financial Services, Professional Services, Venture Capital",www.startinno.com,https://www.linkedin.com/company/startinno
Growth Train Accelerator,The Growth Train is an accelerator program open for start-ups and early growth organizations from all around the world.,"Nykøbing, Sjelland, Denmark","European Union (EU), Nordic Countries, Scandinavia",growth-train.dk/,None
Startupbootcamp Copenhagen,Startupbootcamp Copenhagen is startup accelerator part of the Startupbootcamp accelerator group.,"Copenhagen, Hovedstaden, Denmark","Finance, Financial Services, Venture Capital",www.startupbootcamp.org/accelerator/mobile-cope...,None
Starburst – Hub71 Accelerator,Hub71 Accelerator is leading the startup revolution by redefining and accelerating the future.,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Finance, Financial Services",starburst.aero/hub71/,None
MarathonArtists LABs,MarathonArtists LABs accelerates startup product development in music & media technology.,"London, England, United Kingdom",Financial Services,www.marathonartists.com/labs/,https://in.linkedin.com/company/marathon-artists
InnoCité MTL,InnoCité MTL (http://innocitemtl.ca/fr/) est le premier accélérateur de ville intelligente au Canada.,"Montréal, Quebec, Canada",2015,innocitemtl.ca/en/,https://www.linkedin.com/company/innocit%C3%A9-mtl
"Goldman Sachs 10,000 Small Businesses","Southern California 10,000 Small Businesses is a business & management education program.","London, England, United Kingdom",Goldman Sachs,www.goldmansachs.com/citizenship/10000-small-bu...,https://www.linkedin.com/groups/7042072/profile
Armenia Startup Academy,Armenia Startup Academy is a pre-acceleration program for selected Armenian tech companies and startups.,"Yerevan, Yerevan, Armenia","Business Development, Financial Services, Information Technology",www.startupacademy.am/,None
CESAR.Labs,CESAR.LABS is CESAR's startup acceleration program.,"Recife, Bahia, Brazil","Finance, Financial Services",www.cesarlabs.com/,None
#digirockstars,VC with a startup attitude #digirockstars,Nil,"Sep 30, 2013",www.digirockstars.com,None
Fresh Startups,A new kind of program that combines the channel power and demand generation of a leading global enterprise with the disruptive creative,"Toronto, Ontario, Canada",Great Lakes,www.freshstartups.is,http://www.linkedin.com/company/kinetic-caf-
Alpha Loft,"Alpha Loft incubates and accelerates start-up and early-stage companies in NH, creating an entrepreneurial culture of growing companies.","Portsmouth, New Hampshire, United States",Finance,None,https://www.linkedin.com/company/2293932
Women's Tech Accelerator by Brad Deals,Women's Tech Accelerator by Brad Deals provides the resources and support to Chicago-based female entrepreneurs with great business ideas.,"Chicago, Illinois, United States","Coworking, Finance, Financial Services, Management Consulting, Venture Capital",www.bradsdeals.com/about-us/womens-tech-acceler...,https://www.linkedin.com/company/bradsdeals-com/
Girl Effect Accelerator,The Girl Effect Accelerator aims to rapidly increase the positive impact ventures already have for girls living in poverty.,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",girleffectaccelerator.com/,https://www.linkedin.com/in/khalidabrohi
PARSEC Accelerator,PARSEC Accelerator provides start-ups and SMEs with the necessary resources to develop and launch new Earth Observation based products.,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","Professional Services, Training",parsec-accelerator.eu/,https://www.linkedin.com/showcase/parsec-accelerator/
BAVIN,Not for profit Business angels and venture investors network BAVIN is a unique Business Accelerator platform in Belarus which brings,"Minsk, Minsk, Belarus",Active,www.bavin.by,None
Vanderbilt University Office of Investments,The Vanderbilt University Office of Investments administers the endowment fund for the University and Medical Center.,"Nashville, Tennessee, United States",Education,www.vanderbilt.edu/investments/,None
Last Mile Labs,Last Mile Labs is a startup incubator focussed on the “science of delivery” from DPD.,"London, England, United Kingdom",L Marks,www.lmarks.com/lastmilelabs,None
Diana Davis Spencer Foundation,The Diana Davis Spencer Fellowship is a 12-month program supporting the leadership development of social entrepreneurs.,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",ddsfoundation.org/,None
Jennus Innovation,Jennus Innovation,Nil,2013,www.jennusinnovation.com/,None
Plug and Play-ADGM,Plug and Play ADGM is the ultimate innovation platform.,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Gulf Cooperation Council (GCC),www.plugandplaytechcenter.com/abu-dhabi/,https://www.linkedin.com/company/plug-and-play-mena/
Grapeseed.Bio,"Grapeseed.Bio, is a life science strategic fund and accelerator program.","La Fayette, New York, United States",Financial Services,grapeseed.bio,None
Business Coaching Firm,Business Coaching Firm is providing entrepreneurs with key tools and knowledge necessary to increase their skills.,"Mexico City, Distrito Federal, Mexico",Latin America,www.business-coach.mx,None
StartUp Catalonia,Program to support the growth of new businesses with growth potential in Catalonia.,"Barcelona, Catalonia, Spain",European Union (EU),catalonia.com/startups-in-catalonia/,None
Fundación Repsol Accelerator,Fundación Repsol Accelerator supports startups that develop solutions in areas related to the energy industry and advanced transport.,"Madrid, Madrid, Spain","Business Development, Consulting, Energy",www.fundacionrepsol.com/es/fondo-emprendedores,None
Secure Erie Accelerator,"We’re looking for bold new thinking to devise great solutions that can bring us the cities of tomorrow, today.",Nil,Active,www.erieinnovationdistrict.com/accelerator,None
Innovigo,Innovigo is an accelerator specialized in Online Tourism,"Paris, Ile-de-France, France","Hospitality, Tourism, Travel",www.innovigo.com,None
Stockland Accelerator,Stockland Accelerator is building better connected communities with PropTech solutions to big problems.,"Sydney, New South Wales, Australia",Social Entrepreneurship,www.stocklandaccelerator.com/,None
Founder Academy,Accelerating Success for Sacramento Startups,"Sacramento, California, United States","West Coast, Western US",founderacademy.com/,None
The Humanitarian Accelerators,Accelerating the Year of Giving through Innovation,"Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),government.ae/en/information-and-services/chari...,None
Platform-X,"Platform-X, the scale-up accelerator programme.","London, England, United Kingdom",Active,platformx.co.uk/,None
Pivotal Innovations,Pivotal Innovations provides custom-designed accelerator and innovation programs to corporations and government organizations.,"London, England, United Kingdom",2013,pivotalinnovations.com,http://www.linkedin.com/company/pivotal-innovations
MSU Hatch,"MSU Hatch is a co-working space for area college students, prospective, and innovative entrepreneurs ready to develop their business ideas.","East Lansing, Michigan, United States","Business Development, Financial Services, Management Consulting, Venture Capital",msuhatch.com/,None
Nordic New York Accelerator,Nordic New York Accelerator is a technology accelerator in New York City for Nordic startups by ERA Global.,"New York, New York, United States","Business Development, Financial Services, Management Consulting",nordicnya.com/,None
ONBOARD VENTURES,Onboard Ventures is the Open Innovation Initiative of Ficosa & Idneo. We support startups and bring them into consolidated business.,Nil,"Sep 1, 2016",www.onboard.ventures,https://www.linkedin.com/company/onboard-ventures
YouStartIT by MITA Innovation Hub,"YouStartIT is a €30,000 pre-seed equity-free accelerator run by the MITA Innovation Hub.",Nil,Social Entrepreneurship,mih.mt/accelerator-programme/,None
RiverPitch,RiverPitch is a Brisbane community of investors formed to help the early stage and startup sector access funding.,"Brisbane, Queensland, Australia",Finance,riverpitch.com,https://www.linkedin.com/company/river-city-labs
The Field Academy,"The Field Academy works with Food and Ag Tech founders at scale, providing a structured program, mentorship and investment.","New York, New York, United States","Finance, Financial Services",www.ideatoscale.com/food,None
Scholas.Labs Accelerator,A program to accelerate projects and support entrepreneurs committed to innovate in the field of education and technology.,"Rome, Lazio, Italy",Education,www.scholaslabs.org,None
bIoTope,bIoTope,"Berlin, Berlin, Germany",European Union (EU),www.biotope-project.eu/,None
Stamford Venture Partners,"Our mission is to be the first to identify and fund the best Pre-Growth founders, nurturing them into tomorrow’s successful startups.","Darien, Connecticut, United States",Venture Capital,www.stamfordventurepartners.com,https://www.linkedin.com/company-beta/10860391
FintechAccel,FintechAccel is a unique accelerator and innovation outpost that attracts global fintech startups.,"Orlando, Florida, United States","Finance, Financial Services",fintechaccelcu.com/,None
EDF Energy Pulse Innovation Challenge 2019,EDF Energy Pulse Innovation Challenge 2019 helps startups accelerate its products and services while helping to transform the energy sector.,"London, England, United Kingdom","Business Development, Energy, Event Management, Events, Financial Services",www.edfenergy.com/blue-lab/innovation-challenge,None
COM.UNITY Project,"COM.UNITY Project is an app development contest that aims to provide charities with technology, social networking, and media platforms.","Herzliya, Tel Aviv, Israel","Communities, Digital Media, Social Network",None,http://www.linkedin.com/company/5257438
